AgeCurrent,SchoolLocation,SchoolYear,SchoolYearTEXT,SchoolFinish,IdentityEthnicity,IdentityRace,IdentityReligion,IdentityDisability,IdentityNeuro,IdentitySexuality,IdentitySexualityTEXT,IdentityGender,IdentityGenderTEXT,IdentitySex,IdentitySexTEXT,HSS1Q1,HSS1Q2,HSS2Q1,HSS2Q2,HSS3Q1,HSS3Q2,HSS4Q1,HSS4Q2,HSS5Q1,HSS5Q2,HSS6Q1,HSS6Q2,HSS7Q1,HSS7Q2,HSS8Q1,HSS8Q2,HSS9Q1,HSS9Q2,HSS10Q1,HSS10Q2,HSS11Q1,HSS11Q2,HSS12Q1,HSS12Q2,HSS13Q1,HSS13Q2,HSS14Q1,HSS14Q2,RaceDemog,ReligionDemog,GenderGroup,SexualityGroup,HSS1,HSS2,HSS3,HSS4,HSS5,HSS6,HSS7,HSS8,HSS9,HSS10,HSS11,HSS12,HSS13,HSS14,SMA_RSS
16,2,1,11,NA,"10,16",6,2,5,2,"4,6,11",Biromantic-heterosexual,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,3,3,1,1,3,3,4,4,6,1,2,2,1,1,1,1,1,1,1,1,6,2,9,1,9,16,3.642857143
17,3,1,11,NA,10,6,8,4,1,1,NA,"2,3",NA,2,NA,6,3,6,4,5,2,6,5,6,3,5,3,5,3,4,2,6,3,6,5,6,4,6,6,6,4,6,4,6,2,3,1,18,24,10,30,18,15,15,8,18,30,24,36,24,24,21
20,2,2,NA,1,"10,12",6,8,5,2,1,NA,2,NA,2,NA,3,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,5,4,6,6,5,5,6,6,5,5,6,6,6,2,2,1,6,6,4,4,6,4,2,1,20,36,25,36,25,36,15.07142857
19,1,2,NA,1,10,6,2,6,1,6,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,3,3,1,1,3,3,4,4,6,1,2,2,1,1,1,1,1,1,1,1,25,16,9,1,9,16,6
17,2,1,12,NA,10,6,8,5,2,"2,6",NA,5,NA,2,NA,3,4,5,5,4,4,4,3,1,2,5,5,2,1,5,5,6,4,5,5,4,4,3,3,3,4,5,4,6,2,5,2,12,25,16,12,2,25,2,25,24,25,16,9,12,20,16.07142857
22,2,2,NA,"1,6","5,12",6,8,5,1,"1,2,3,7",NA,2,NA,2,NA,1,1,1,1,1,2,3,2,1,1,3,2,1,1,1,1,2,2,3,3,3,2,2,2,3,3,4,4,6,2,2,1,1,1,2,6,1,6,1,1,4,9,6,4,9,16,4.785714286
20,2,2,NA,"1,6",12,6,8,5,2,"6,7,9",NA,2,NA,2,NA,3,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,6,6,5,5,3,3,5,5,3,3,6,6,6,2,2,2,9,4,1,4,1,1,1,1,36,25,9,25,9,36,11.57142857
18,2,2,NA,6,12,NA,8,5,2,1,NA,2,NA,2,NA,4,1,3,1,2,1,4,2,1,1,1,1,1,1,2,2,4,2,4,3,2,4,6,4,3,2,5,5,NA,2,2,1,4,3,2,8,1,1,1,4,8,12,8,24,6,25,7.642857143
20,2,2,NA,1,"7,16","4,6",8,5,1,1,NA,2,NA,2,NA,1,3,2,2,1,1,1,3,1,1,1,4,1,1,1,3,4,5,3,4,4,6,4,6,2,3,1,6,9,2,2,1,3,4,1,3,1,4,1,3,20,12,24,24,6,6,8
20,1,2,NA,4,10,6,8,4,1,"6,10",NA,1,NA,2,NA,3,2,2,3,4,2,4,3,3,2,4,3,4,3,4,4,4,4,5,4,5,4,5,4,5,4,6,5,6,2,5,2,6,6,8,12,6,12,12,16,16,20,20,20,20,30,14.57142857
23,1,2,NA,1,10,6,8,5,2,4,NA,"1,5",NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3,2,3,2,1,1,1,1,2,2,6,2,5,1,1,1,1,1,1,2,1,1,3,6,6,1,1,4,2.142857143
16,1,1,11,NA,10,6,8,5,2,6,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,5,6,5,4,3,2,2,2,2,4,4,6,2,2,2,1,1,1,1,1,16,1,1,30,30,12,4,4,16,8.5
16,2,1,11,NA,6,2,8,5,2,"6,7,8",NA,2,NA,2,NA,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,5,6,3,4,3,4,2,5,2,3,2,3,2,2,2,2,1,1,1,3,1,2,1,1,30,12,12,10,6,6,6.214285714
24,2,2,NA,6,"9,10","1,6",8,5,1,"6,10",NA,2,NA,2,NA,4,2,4,3,2,2,3,2,2,1,1,2,2,2,3,2,6,4,6,5,4,4,5,4,6,4,6,5,9,2,2,2,8,12,4,6,2,2,4,6,24,30,16,20,24,30,13.42857143
24,2,2,NA,2,"2,16",7,8,5,2,"6,7,10",NA,"1,3",NA,1,NA,3,2,1,1,5,3,2,2,1,1,5,4,2,1,5,3,6,5,6,4,2,1,4,2,6,4,6,5,7,2,3,2,6,1,15,4,1,20,2,15,30,24,2,8,24,30,13
21,1,2,NA,"1,6","10,12",6,2,4,2,"4,6",NA,"1,3,5",NA,2,NA,5,4,2,1,5,5,4,3,5,5,4,3,4,3,6,5,6,6,6,6,6,6,6,6,1,1,4,5,6,1,5,2,20,2,25,12,25,12,12,30,36,36,36,36,1,20,21.64285714
25,2,2,NA,3,12,6,8,4,1,"6,7,10",NA,"2,3",NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,2,2,5,4,5,4,6,6,6,2,3,2,1,1,1,1,1,1,1,1,4,12,4,20,20,36,7.428571429
19,1,2,NA,1,10,6,8,4,1,"7,9",NA,"3,5",NA,2,NA,1,2,2,2,4,3,3,2,2,2,2,2,3,2,4,2,4,2,5,3,3,2,3,3,4,3,5,3,6,2,3,3,2,4,12,6,4,4,6,8,8,15,6,9,12,15,7.928571429
17,2,1,12,NA,"10,12",6,8,5,1,"6,7",NA,"2,3,6",Demigirl,2,NA,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,3,2,4,2,2,3,4,4,3,3,4,4,6,2,NA,2,4,4,4,4,4,25,4,4,6,8,6,16,9,16,8.142857143
16,2,1,11,NA,10,6,8,5,3,"3,11",Asexual Spectrum (Not fully Ace),1,NA,1,NA,4,2,2,1,4,3,3,2,2,2,3,1,4,3,2,2,6,4,4,3,6,4,5,4,3,2,4,3,6,2,1,1,8,2,12,6,4,3,12,4,24,12,24,20,6,12,10.64285714
